code_module,code_presentation,id_student,landmark_day,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,date_registration,total_click_25,active_days_25,distinct_resources_25,no_vle_activity_25,n_opportunity_25,n_submitted_25,n_missing_25,submission_rate_25,avg_score_25,avg_submit_delay_25,no_assessment_opportunity_25,eligible_at_25,target_churn_after_25,final_result,date_unregistration,cohort_status_25
FFF,2013B,366492,25,M,London Region,A Level or Equivalent,60-70%,35-55,N,0,90,-24.0,258.0,6.0,37.0,0.0,1.0,1.0,0.0,1.0,62.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,366649,25,F,South East Region,Lower Than A Level,0-10%,0-35,N,0,60,-66.0,556.0,24.0,47.0,0.0,1.0,1.0,0.0,1.0,88.0,4.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,367696,25,M,East Anglian Region,A Level or Equivalent,10-20,0-35,N,2,60,-23.0,36.0,1.0,18.0,0.0,1.0,1.0,0.0,1.0,82.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,368507,25,F,North Western Region,A Level or Equivalent,30-40%,0-35,N,0,60,-29.0,144.0,4.0,27.0,0.0,1.0,1.0,0.0,1.0,68.0,-3.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,368886,25,M,London Region,HE Qualification,10-20,0-35,N,0,180,-22.0,1033.0,26.0,39.0,0.0,1.0,1.0,0.0,1.0,92.0,-14.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,369811,25,M,North Region,HE Qualification,40-50%,0-35,N,1,150,-106.0,160.0,9.0,31.0,0.0,1.0,1.0,0.0,1.0,76.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,370312,25,M,London Region,A Level or Equivalent,60-70%,0-35,Y,0,60,-22.0,663.0,15.0,55.0,0.0,1.0,1.0,0.0,1.0,94.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,371169,25,M,East Anglian Region,Lower Than A Level,0-10%,0-35,N,0,60,-53.0,563.0,17.0,34.0,0.0,1.0,1.0,0.0,1.0,80.0,-1.0,0.0,1,1.0,Withdrawn,137.0,model_eligible
FFF,2013B,371787,25,F,Ireland,Post Graduate Qualification,Unknown,0-35,N,0,60,-25.0,1248.0,22.0,63.0,0.0,1.0,1.0,0.0,1.0,80.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,371810,25,M,Wales,Lower Than A Level,0-10%,35-55,N,1,120,-60.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,143.0,model_eligible
FFF,2013B,373135,25,M,South West Region,Lower Than A Level,90-100%,0-35,N,0,120,-30.0,275.0,15.0,30.0,0.0,1.0,1.0,0.0,1.0,100.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,373613,25,F,West Midlands Region,Lower Than A Level,0-10%,0-35,Y,0,60,-25.0,202.0,11.0,33.0,0.0,1.0,1.0,0.0,1.0,80.0,1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,376109,25,F,North Western Region,A Level or Equivalent,10-20,0-35,N,1,60,-72.0,1025.0,22.0,63.0,0.0,1.0,1.0,0.0,1.0,72.0,-3.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,377046,25,F,South East Region,Lower Than A Level,80-90%,35-55,N,0,90,-137.0,321.0,10.0,34.0,0.0,1.0,1.0,0.0,1.0,92.0,-1.0,0.0,1,1.0,Withdrawn,94.0,model_eligible
FFF,2013B,377244,25,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,0,120,-117.0,520.0,21.0,65.0,0.0,1.0,1.0,0.0,1.0,94.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,377274,25,M,London Region,No Formal quals,10-20,0-35,N,0,60,-16.0,290.0,12.0,43.0,0.0,1.0,1.0,0.0,1.0,92.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,378884,25,M,South West Region,Lower Than A Level,30-40%,0-35,N,1,210,-52.0,164.0,5.0,24.0,0.0,1.0,1.0,0.0,1.0,84.0,-4.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,378950,25,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,0,120,-44.0,475.0,17.0,42.0,0.0,1.0,1.0,0.0,1.0,90.0,-2.0,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,379234,25,M,South Region,Lower Than A Level,70-80%,0-35,N,0,60,-16.0,224.0,6.0,27.0,0.0,1.0,1.0,0.0,1.0,70.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,379558,25,M,Scotland,A Level or Equivalent,80-90%,0-35,N,0,60,-16.0,341.0,7.0,39.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,381365,25,M,North Western Region,Lower Than A Level,30-40%,0-35,N,1,90,-123.0,186.0,11.0,32.0,0.0,1.0,1.0,0.0,1.0,86.0,0.0,0.0,1,1.0,Withdrawn,154.0,model_eligible
FFF,2013B,382086,25,F,South East Region,Lower Than A Level,90-100%,0-35,N,0,180,-27.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,40.0,model_eligible
FFF,2013B,382160,25,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,N,0,180,-134.0,172.0,5.0,35.0,0.0,1.0,1.0,0.0,1.0,88.0,0.0,0.0,1,1.0,Withdrawn,159.0,model_eligible
FFF,2013B,383018,25,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,N,1,135,-44.0,292.0,4.0,35.0,0.0,1.0,1.0,0.0,1.0,76.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,383316,25,M,South West Region,Lower Than A Level,80-90%,35-55,N,1,120,-25.0,1008.0,19.0,42.0,0.0,1.0,1.0,0.0,1.0,84.0,-2.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,383541,25,M,East Anglian Region,Lower Than A Level,20-30%,35-55,N,0,60,-23.0,793.0,13.0,59.0,0.0,1.0,1.0,0.0,1.0,60.0,-3.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,383558,25,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,N,0,60,-34.0,189.0,9.0,55.0,0.0,1.0,1.0,0.0,1.0,92.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,383748,25,M,London Region,HE Qualification,10-20,0-35,N,0,120,-16.0,315.0,11.0,39.0,0.0,1.0,1.0,0.0,1.0,56.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,383907,25,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,1,120,-29.0,779.0,13.0,46.0,0.0,1.0,1.0,0.0,1.0,98.0,-14.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,383946,25,M,East Midlands Region,Lower Than A Level,90-100%,0-35,N,1,60,-30.0,475.0,16.0,48.0,0.0,1.0,1.0,0.0,1.0,82.0,-2.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,384866,25,F,London Region,Lower Than A Level,70-80%,0-35,N,0,60,-23.0,474.0,15.0,54.0,0.0,1.0,1.0,0.0,1.0,84.0,-3.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,385578,25,M,North Western Region,Lower Than A Level,50-60%,0-35,N,0,60,-58.0,162.0,7.0,37.0,0.0,1.0,1.0,0.0,1.0,84.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,386985,25,M,East Anglian Region,HE Qualification,20-30%,0-35,N,0,60,-58.0,152.0,1.0,18.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,26.0,model_eligible
FFF,2013B,387174,25,M,Ireland,A Level or Equivalent,50-60%,0-35,N,2,180,-137.0,568.0,21.0,44.0,0.0,1.0,1.0,0.0,1.0,88.0,-4.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,387447,25,M,North Region,A Level or Equivalent,50-60%,0-35,N,1,150,-36.0,432.0,16.0,33.0,0.0,1.0,1.0,0.0,1.0,78.0,-3.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,387635,25,M,London Region,A Level or Equivalent,0-10%,0-35,N,2,180,-102.0,159.0,12.0,36.0,0.0,1.0,1.0,0.0,1.0,66.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,388323,25,M,South West Region,Lower Than A Level,20-30%,35-55,N,1,60,-34.0,13.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,389759,25,M,South West Region,HE Qualification,70-80%,35-55,N,0,60,-55.0,887.0,20.0,46.0,0.0,1.0,1.0,0.0,1.0,82.0,-2.0,0.0,1,1.0,Withdrawn,76.0,model_eligible
FFF,2013B,389773,25,F,East Midlands Region,A Level or Equivalent,10-20,0-35,Y,1,90,-173.0,241.0,14.0,32.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,190.0,model_eligible
FFF,2013B,390400,25,M,Scotland,Lower Than A Level,90-100%,0-35,N,2,120,-25.0,585.0,20.0,56.0,0.0,1.0,1.0,0.0,1.0,90.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,390440,25,M,Wales,Lower Than A Level,50-60%,0-35,N,1,60,-27.0,761.0,12.0,58.0,0.0,1.0,1.0,0.0,1.0,82.0,-1.0,0.0,1,1.0,Withdrawn,46.0,model_eligible
FFF,2013B,391343,25,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,2,150,-55.0,125.0,5.0,32.0,0.0,1.0,1.0,0.0,1.0,78.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,391613,25,M,South West Region,A Level or Equivalent,50-60%,0-35,N,1,120,-140.0,145.0,3.0,28.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,391630,25,M,South East Region,Lower Than A Level,30-40%,0-35,N,1,60,-89.0,225.0,9.0,30.0,0.0,1.0,1.0,0.0,1.0,86.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,391822,25,M,South Region,Lower Than A Level,70-80%,0-35,N,0,60,-25.0,459.0,17.0,44.0,0.0,1.0,1.0,0.0,1.0,78.0,-2.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,391891,25,M,Scotland,HE Qualification,30-40%,0-35,N,0,60,-42.0,584.0,18.0,59.0,0.0,1.0,1.0,0.0,1.0,88.0,-2.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,392691,25,M,South West Region,Lower Than A Level,40-50%,0-35,N,0,210,-115.0,1208.0,21.0,82.0,0.0,1.0,1.0,0.0,1.0,30.0,3.0,0.0,1,1.0,Withdrawn,54.0,model_eligible
FFF,2013B,393918,25,M,East Midlands Region,Lower Than A Level,40-50%,0-35,N,1,120,-151.0,646.0,21.0,58.0,0.0,1.0,1.0,0.0,1.0,94.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,393934,25,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,120,-46.0,241.0,12.0,32.0,0.0,1.0,1.0,0.0,1.0,92.0,-5.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,394347,25,M,Wales,A Level or Equivalent,30-40%,0-35,N,1,60,-12.0,1108.0,19.0,59.0,0.0,1.0,1.0,0.0,1.0,80.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,394937,25,M,South West Region,Lower Than A Level,90-100%,0-35,N,1,120,-42.0,332.0,9.0,53.0,0.0,1.0,1.0,0.0,1.0,76.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,395010,25,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,2,150,-30.0,27.0,2.0,11.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,27.0,model_eligible
FFF,2013B,395367,25,F,North Western Region,Lower Than A Level,20-30%,0-35,Y,0,90,-194.0,283.0,12.0,27.0,0.0,1.0,1.0,0.0,1.0,88.0,-1.0,0.0,1,1.0,Withdrawn,151.0,model_eligible
FFF,2013B,395463,25,M,West Midlands Region,HE Qualification,50-60%,0-35,N,2,180,-140.0,85.0,4.0,21.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,395588,25,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,1,150,-118.0,1527.0,19.0,77.0,0.0,1.0,1.0,0.0,1.0,82.0,-5.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,396679,25,F,South Region,HE Qualification,90-100%,0-35,N,0,180,-213.0,306.0,17.0,26.0,0.0,1.0,1.0,0.0,1.0,80.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,396739,25,M,South East Region,HE Qualification,30-40%,0-35,N,0,60,-77.0,410.0,16.0,46.0,0.0,1.0,1.0,0.0,1.0,82.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,397310,25,M,East Anglian Region,Lower Than A Level,50-60%,0-35,N,1,90,-82.0,30.0,4.0,14.0,0.0,1.0,1.0,0.0,1.0,50.0,3.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,398040,25,M,South Region,Lower Than A Level,80-90%,35-55,N,0,60,-36.0,803.0,23.0,36.0,0.0,1.0,1.0,0.0,1.0,88.0,-2.0,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,398118,25,F,South West Region,Lower Than A Level,30-40%,0-35,N,0,60,-52.0,490.0,10.0,62.0,0.0,1.0,1.0,0.0,1.0,80.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,398656,25,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,120,-12.0,465.0,16.0,41.0,0.0,1.0,1.0,0.0,1.0,70.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,398862,25,M,Wales,A Level or Equivalent,90-100%,0-35,N,0,90,-21.0,242.0,11.0,38.0,0.0,1.0,1.0,0.0,1.0,82.0,-3.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,399895,25,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,0,60,-55.0,263.0,11.0,40.0,0.0,1.0,1.0,0.0,1.0,84.0,3.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,400004,25,M,South West Region,A Level or Equivalent,20-30%,0-35,N,1,60,-16.0,635.0,12.0,52.0,0.0,1.0,1.0,0.0,1.0,80.0,-2.0,0.0,1,1.0,Withdrawn,170.0,model_eligible
FFF,2013B,400010,25,M,South Region,Lower Than A Level,0-10%,0-35,N,1,360,-36.0,331.0,15.0,39.0,0.0,1.0,1.0,0.0,1.0,58.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,400087,25,F,North Region,A Level or Equivalent,10-20,0-35,N,1,60,-48.0,699.0,16.0,56.0,0.0,1.0,1.0,0.0,1.0,64.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,400632,25,M,South Region,Lower Than A Level,80-90%,0-35,N,0,60,-12.0,193.0,16.0,26.0,0.0,1.0,1.0,0.0,1.0,92.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,401812,25,M,North Western Region,Lower Than A Level,20-30%,35-55,N,0,60,-92.0,597.0,16.0,43.0,0.0,1.0,1.0,0.0,1.0,58.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,402531,25,M,South West Region,Lower Than A Level,50-60%,35-55,N,1,120,-100.0,841.0,10.0,58.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,403158,25,F,London Region,A Level or Equivalent,40-50%,35-55,N,0,60,-148.0,545.0,20.0,46.0,0.0,1.0,1.0,0.0,1.0,88.0,0.0,0.0,1,1.0,Withdrawn,89.0,model_eligible
FFF,2013B,404135,25,F,South West Region,A Level or Equivalent,50-60%,35-55,N,0,60,-46.0,301.0,17.0,46.0,0.0,1.0,1.0,0.0,1.0,74.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,404147,25,M,Wales,Lower Than A Level,30-40%,0-35,N,2,120,-22.0,432.0,15.0,54.0,0.0,1.0,1.0,0.0,1.0,92.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,404170,25,F,London Region,A Level or Equivalent,10-20,0-35,N,0,90,-74.0,240.0,11.0,31.0,0.0,1.0,1.0,0.0,1.0,88.0,0.0,0.0,1,1.0,Withdrawn,178.0,model_eligible
FFF,2013B,404559,25,M,Scotland,A Level or Equivalent,50-60%,0-35,N,0,60,-22.0,6.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,405219,25,F,South East Region,A Level or Equivalent,80-90%,35-55,N,0,60,-22.0,997.0,16.0,55.0,0.0,1.0,1.0,0.0,1.0,88.0,-3.0,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,405314,25,M,North Western Region,A Level or Equivalent,60-70%,0-35,N,0,60,-48.0,370.0,9.0,54.0,0.0,1.0,1.0,0.0,1.0,84.0,0.0,0.0,1,1.0,Withdrawn,221.0,model_eligible
FFF,2013B,405889,25,M,West Midlands Region,Lower Than A Level,70-80%,0-35,N,0,60,-143.0,442.0,22.0,37.0,0.0,1.0,1.0,0.0,1.0,76.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,407371,25,F,South Region,A Level or Equivalent,50-60%,0-35,N,0,60,-81.0,278.0,8.0,37.0,0.0,1.0,1.0,0.0,1.0,98.0,-1.0,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,407670,25,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,2,120,-52.0,643.0,19.0,42.0,0.0,1.0,1.0,0.0,1.0,90.0,-4.0,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,407681,25,M,South Region,A Level or Equivalent,40-50%,0-35,N,0,60,-23.0,243.0,11.0,46.0,0.0,1.0,1.0,0.0,1.0,68.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,407818,25,M,South Region,HE Qualification,20-30%,35-55,N,0,60,-30.0,228.0,11.0,38.0,0.0,1.0,1.0,0.0,1.0,72.0,-3.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,407968,25,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,90,-18.0,67.0,8.0,21.0,0.0,1.0,1.0,0.0,1.0,86.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,408372,25,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,2,60,-68.0,57.0,8.0,9.0,0.0,1.0,1.0,0.0,1.0,84.0,4.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,408651,25,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,0,60,-24.0,598.0,14.0,73.0,0.0,1.0,1.0,0.0,1.0,86.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,408753,25,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N,0,90,-11.0,358.0,13.0,36.0,0.0,1.0,1.0,0.0,1.0,96.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,409663,25,M,North Western Region,Lower Than A Level,40-50%,0-35,N,2,120,3.0,17.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,1.0,Withdrawn,191.0,model_eligible
FFF,2013B,410874,25,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,2,120,-27.0,366.0,9.0,39.0,0.0,1.0,1.0,0.0,1.0,70.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,411013,25,M,North Region,Lower Than A Level,Unknown,0-35,N,1,180,-23.0,421.0,16.0,64.0,0.0,1.0,1.0,0.0,1.0,86.0,-3.0,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,411553,25,F,London Region,Post Graduate Qualification,10-20,35-55,N,2,180,-42.0,200.0,6.0,27.0,0.0,1.0,1.0,0.0,1.0,92.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,412025,25,M,Scotland,A Level or Equivalent,80-90%,0-35,N,2,60,-16.0,340.0,8.0,34.0,0.0,1.0,1.0,0.0,1.0,86.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,412102,25,M,Scotland,HE Qualification,20-30%,35-55,N,0,60,-29.0,319.0,13.0,41.0,0.0,1.0,1.0,0.0,1.0,72.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,412263,25,M,Ireland,HE Qualification,Unknown,0-35,N,0,60,-29.0,471.0,10.0,36.0,0.0,1.0,1.0,0.0,1.0,88.0,-8.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,412307,25,F,London Region,A Level or Equivalent,40-50%,0-35,N,0,60,-22.0,320.0,16.0,42.0,0.0,1.0,1.0,0.0,1.0,88.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,413705,25,F,South East Region,Lower Than A Level,50-60%,35-55,N,2,150,-64.0,8.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,414258,25,F,Scotland,A Level or Equivalent,10-20,0-35,N,0,60,-16.0,523.0,14.0,58.0,0.0,1.0,1.0,0.0,1.0,62.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,415952,25,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,N,0,120,-147.0,68.0,4.0,21.0,0.0,1.0,1.0,0.0,1.0,82.0,-3.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,415988,25,M,London Region,No Formal quals,0-10%,0-35,N,1,120,-86.0,461.0,13.0,54.0,0.0,1.0,1.0,0.0,1.0,56.0,-2.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,416229,25,M,North Region,A Level or Equivalent,80-90%,0-35,N,0,90,-22.0,465.0,11.0,53.0,0.0,1.0,1.0,0.0,1.0,74.0,6.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,416696,25,F,Scotland,HE Qualification,20-30%,0-35,N,0,60,-100.0,477.0,15.0,62.0,0.0,1.0,1.0,0.0,1.0,76.0,-2.0,0.0,1,1.0,Withdrawn,171.0,model_eligible
FFF,2013B,416725,25,M,South Region,A Level or Equivalent,30-40%,0-35,N,1,60,-20.0,648.0,14.0,46.0,0.0,1.0,1.0,0.0,1.0,82.0,-4.0,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,418634,25,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,N,1,120,-82.0,880.0,18.0,41.0,0.0,1.0,1.0,0.0,1.0,84.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,418998,25,M,North Region,A Level or Equivalent,Unknown,0-35,N,0,120,-155.0,258.0,17.0,24.0,0.0,1.0,1.0,0.0,1.0,84.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,419228,25,M,East Anglian Region,Lower Than A Level,50-60%,0-35,N,1,300,-46.0,114.0,6.0,30.0,0.0,1.0,1.0,0.0,1.0,82.0,-1.0,0.0,1,1.0,Withdrawn,136.0,model_eligible
FFF,2013B,419565,25,M,East Anglian Region,Lower Than A Level,10-20,35-55,N,0,120,-23.0,275.0,14.0,40.0,0.0,1.0,1.0,0.0,1.0,54.0,0.0,0.0,1,1.0,Withdrawn,219.0,model_eligible
FFF,2013B,419791,25,F,North Region,A Level or Equivalent,Unknown,0-35,N,0,60,-30.0,458.0,10.0,48.0,0.0,1.0,1.0,0.0,1.0,96.0,-2.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,419946,25,M,London Region,HE Qualification,60-70%,0-35,N,0,210,-29.0,57.0,3.0,19.0,0.0,1.0,1.0,0.0,1.0,68.0,-3.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,420096,25,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,0,60,-50.0,101.0,5.0,15.0,0.0,1.0,1.0,0.0,1.0,88.0,0.0,0.0,1,1.0,Withdrawn,46.0,model_eligible
FFF,2013B,420673,25,M,Ireland,HE Qualification,Unknown,0-35,N,1,150,-25.0,1169.0,13.0,67.0,0.0,1.0,1.0,0.0,1.0,90.0,-1.0,0.0,1,1.0,Withdrawn,117.0,model_eligible
FFF,2013B,420699,25,M,Ireland,A Level or Equivalent,Unknown,35-55,N,0,60,-36.0,772.0,20.0,42.0,0.0,1.0,1.0,0.0,1.0,96.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,420720,25,M,East Anglian Region,HE Qualification,60-70%,35-55,N,0,90,-36.0,63.0,2.0,20.0,0.0,1.0,1.0,0.0,1.0,60.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,420894,25,M,South East Region,A Level or Equivalent,30-40%,0-35,N,2,120,-24.0,255.0,12.0,40.0,0.0,1.0,1.0,0.0,1.0,72.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,422061,25,M,South Region,HE Qualification,90-100%,0-35,N,0,90,-107.0,167.0,10.0,29.0,0.0,1.0,1.0,0.0,1.0,60.0,-1.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,422087,25,M,Scotland,Lower Than A Level,90-100%,0-35,N,0,60,-42.0,629.0,24.0,35.0,0.0,1.0,1.0,0.0,1.0,82.0,-1.0,0.0,1,0.0,Distinction,,model_eligible
FFF,2013B,422280,25,F,South Region,A Level or Equivalent,60-70%,35-55,N,0,120,-77.0,393.0,17.0,53.0,0.0,1.0,1.0,0.0,1.0,92.0,-3.0,0.0,1,1.0,Withdrawn,101.0,model_eligible
FFF,2013B,422340,25,F,London Region,HE Qualification,30-40%,35-55,N,1,60,-143.0,754.0,23.0,58.0,0.0,1.0,1.0,0.0,1.0,96.0,-3.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,423601,25,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,1,120,-24.0,115.0,10.0,36.0,0.0,1.0,1.0,0.0,1.0,78.0,0.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,423985,25,M,London Region,A Level or Equivalent,0-10%,0-35,N,1,210,-25.0,295.0,5.0,8.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,424544,25,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,0,210,-24.0,348.0,7.0,54.0,0.0,1.0,1.0,0.0,1.0,72.0,3.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,425748,25,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,60,-46.0,1005.0,14.0,58.0,0.0,1.0,1.0,0.0,1.0,86.0,-1.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,425755,25,M,North Region,Lower Than A Level,Unknown,0-35,N,0,60,-77.0,473.0,15.0,40.0,0.0,1.0,1.0,0.0,1.0,12.0,-1.0,0.0,1,1.0,Withdrawn,89.0,model_eligible
FFF,2013B,425997,25,M,West Midlands Region,Lower Than A Level,20-30%,35-55,N,0,120,-46.0,1051.0,15.0,48.0,0.0,1.0,1.0,0.0,1.0,74.0,-2.0,0.0,1,0.0,Fail,,model_eligible
FFF,2013B,426074,25,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,1,120,-89.0,160.0,9.0,22.0,0.0,1.0,1.0,0.0,1.0,72.0,0.0,0.0,1,0.0,Pass,,model_eligible
FFF,2013B,426465,25,F,Yorkshire Region,Lower Than A Level,10-20,35-55,N,0,60,-51.0,2222.0,25.0,76.0,0.0,1.0,1.0,0.0,1.0,88.0,-9.0,0.0,1,0.0,Pass,,model_eligible
